assay,scheme,spearman
MK01_HUMAN_Brenan_2016,fold_modulo_5,0.5115151606505091
MK01_HUMAN_Brenan_2016,fold_contiguous_5,0.4527030267610636
OTC_HUMAN_Lo_2023,fold_random_5,0.8691559164622906
OTC_HUMAN_Lo_2023,fold_modulo_5,0.8062493921920247
OTC_HUMAN_Lo_2023,fold_contiguous_5,0.7680969579718869
OPSD_HUMAN_Wan_2019,fold_random_5,0.7274383565303343
OPSD_HUMAN_Wan_2019,fold_modulo_5,0.7248791173563434
OPSD_HUMAN_Wan_2019,fold_contiguous_5,0.6959581118264634
RASK_HUMAN_Weng_2022_abundance,fold_random_5,0.7694063721992243
RASK_HUMAN_Weng_2022_abundance,fold_modulo_5,0.6498975826141953
RASK_HUMAN_Weng_2022_abundance,fold_contiguous_5,0.5580267648238179
A0A1I9GEU1_NEIME_Kennouche_2019,fold_random_5,0.08893423004819545
A0A1I9GEU1_NEIME_Kennouche_2019,fold_modulo_5,0.05054861591756768
A0A1I9GEU1_NEIME_Kennouche_2019,fold_contiguous_5,0.06814539644521575
SC6A4_HUMAN_Young_2021,fold_random_5,0.7358499178625393
SC6A4_HUMAN_Young_2021,fold_modulo_5,0.6687910034762825
SC6A4_HUMAN_Young_2021,fold_contiguous_5,0.6126527231577369
OXDA_RHOTO_Vanella_2023_expression,fold_random_5,0.661187383981681
OXDA_RHOTO_Vanella_2023_expression,fold_modulo_5,0.6135794812025801
OXDA_RHOTO_Vanella_2023_expression,fold_contiguous_5,0.5967124287349769
OBSCN_HUMAN_Tsuboyama_2023_1V1C,fold_random_5,0.9313722225974713
OBSCN_HUMAN_Tsuboyama_2023_1V1C,fold_modulo_5,0.8375560077402134
OBSCN_HUMAN_Tsuboyama_2023_1V1C,fold_contiguous_5,0.8226674085529921
RDRP_I33A0_Li_2023,fold_random_5,0.6580737605501906
RDRP_I33A0_Li_2023,fold_modulo_5,0.54661226334573
RDRP_I33A0_Li_2023,fold_contiguous_5,0.44730959053629193
VKOR1_HUMAN_Chiasson_2020_activity,fold_random_5,0.445970269207482
VKOR1_HUMAN_Chiasson_2020_activity,fold_modulo_5,0.45399202635755803
VKOR1_HUMAN_Chiasson_2020_activity,fold_contiguous_5,0.42527997122054434
BRCA1_HUMAN_Findlay_2018,fold_random_5,0.6834461939901065
BRCA1_HUMAN_Findlay_2018,fold_modulo_5,0.6194492535763141
BRCA1_HUMAN_Findlay_2018,fold_contiguous_5,0.5830631936323645
PABP_YEAST_Melamed_2013,fold_random_5,0.8482400260864539
PABP_YEAST_Melamed_2013,fold_modulo_5,0.7489239480305712
PABP_YEAST_Melamed_2013,fold_contiguous_5,0.725965845657311
ANCSZ_Hobbs_2022,fold_random_5,0.79125027432922
ANCSZ_Hobbs_2022,fold_modulo_5,0.6636512354570744
ANCSZ_Hobbs_2022,fold_contiguous_5,0.5819185666577287
SCN5A_HUMAN_Glazer_2019,fold_random_5,0.1549386904434827
SCN5A_HUMAN_Glazer_2019,fold_modulo_5,0.18391474052817774
SCN5A_HUMAN_Glazer_2019,fold_contiguous_5,0.19321983047184885
GAL4_YEAST_Kitzman_2015,fold_random_5,0.7379553702052667
GAL4_YEAST_Kitzman_2015,fold_modulo_5,0.6712541248171543
GAL4_YEAST_Kitzman_2015,fold_contiguous_5,0.6416190282380706
BLAT_ECOLX_Firnberg_2014,fold_random_5,0.9094291527334242
BLAT_ECOLX_Firnberg_2014,fold_modulo_5,0.8358519455250756
BLAT_ECOLX_Firnberg_2014,fold_contiguous_5,0.8211642431147228
POLG_HCVJF_Qi_2014,fold_random_5,0.7051641297722873
POLG_HCVJF_Qi_2014,fold_modulo_5,0.5938464044851408
POLG_HCVJF_Qi_2014,fold_contiguous_5,0.5047974916538608
GCN4_YEAST_Staller_2018,fold_random_5,0.11497326203208558
GCN4_YEAST_Staller_2018,fold_modulo_5,0.5137032085561497
GCN4_YEAST_Staller_2018,fold_contiguous_5,0.6704545454545455
HIS7_YEAST_Pokusaeva_2019,fold_random_5,0.040174958731082705
HIS7_YEAST_Pokusaeva_2019,fold_modulo_5,0.031620633387057284
HIS7_YEAST_Pokusaeva_2019,fold_contiguous_5,0.06998597901407667
DLG4_HUMAN_Faure_2021,fold_random_5,0.8154825033868488
DLG4_HUMAN_Faure_2021,fold_modulo_5,0.6601417469236435
DLG4_HUMAN_Faure_2021,fold_contiguous_5,0.6230562362394366
CBX4_HUMAN_Tsuboyama_2023_2K28,fold_random_5,0.9201941029531361
CBX4_HUMAN_Tsuboyama_2023_2K28,fold_modulo_5,0.81076795308054
CBX4_HUMAN_Tsuboyama_2023_2K28,fold_contiguous_5,0.8125047678993595
CAR11_HUMAN_Meitlis_2020_lof,fold_random_5,0.7938993572925452
CAR11_HUMAN_Meitlis_2020_lof,fold_modulo_5,0.7202797580908262
CAR11_HUMAN_Meitlis_2020_lof,fold_contiguous_5,0.7256522113939498
ENVZ_ECOLI_Ghose_2023,fold_random_5,0.45933248735077087
ENVZ_ECOLI_Ghose_2023,fold_modulo_5,0.23457920324417753
ENVZ_ECOLI_Ghose_2023,fold_contiguous_5,0.301459942940512
S22A1_HUMAN_Yee_2023_abundance,fold_random_5,0.8369084341819099
S22A1_HUMAN_Yee_2023_abundance,fold_modulo_5,0.7374022400556121
S22A1_HUMAN_Yee_2023_abundance,fold_contiguous_5,0.7080418807879822
UBC9_HUMAN_Weile_2017,fold_random_5,0.7323828436957529
UBC9_HUMAN_Weile_2017,fold_modulo_5,0.5958679965729627
UBC9_HUMAN_Weile_2017,fold_contiguous_5,0.4922668539789955
TRPC_THEMA_Chan_2017,fold_random_5,0.7867972048484169
TRPC_THEMA_Chan_2017,fold_modulo_5,0.5753454450672617
TRPC_THEMA_Chan_2017,fold_contiguous_5,0.5245394555800911
PKN1_HUMAN_Tsuboyama_2023_1URF,fold_random_5,0.861687066993159
PKN1_HUMAN_Tsuboyama_2023_1URF,fold_modulo_5,0.6839966802184451
PKN1_HUMAN_Tsuboyama_2023_1URF,fold_contiguous_5,0.6470400131221831
CATR_CHLRE_Tsuboyama_2023_2AMI,fold_random_5,0.9031171075258074
CATR_CHLRE_Tsuboyama_2023_2AMI,fold_modulo_5,0.8039890966248298
CATR_CHLRE_Tsuboyama_2023_2AMI,fold_contiguous_5,0.7968350178375183
D7PM05_CLYGR_Somermeyer_2022,fold_random_5,0.790090158322546
D7PM05_CLYGR_Somermeyer_2022,fold_modulo_5,0.7008326224166875
D7PM05_CLYGR_Somermeyer_2022,fold_contiguous_5,0.6583344374992491
RAD_ANTMA_Tsuboyama_2023_2CJJ,fold_random_5,0.8755450570275171
RAD_ANTMA_Tsuboyama_2023_2CJJ,fold_modulo_5,0.7171522117269291
RAD_ANTMA_Tsuboyama_2023_2CJJ,fold_contiguous_5,0.6437131016259887
POLG_DEN26_Suphatrakul_2023,fold_random_5,0.8247738026460185
POLG_DEN26_Suphatrakul_2023,fold_modulo_5,0.6552723707628983
POLG_DEN26_Suphatrakul_2023,fold_contiguous_5,0.5677423293949642
HSP82_YEAST_Mishra_2016,fold_random_5,0.7168916951525287
HSP82_YEAST_Mishra_2016,fold_modulo_5,0.602487124755226
HSP82_YEAST_Mishra_2016,fold_contiguous_5,0.6329380596405397
DN7A_SACS2_Tsuboyama_2023_1JIC,fold_random_5,0.9133538448098666
DN7A_SACS2_Tsuboyama_2023_1JIC,fold_modulo_5,0.7518876196418828
DN7A_SACS2_Tsuboyama_2023_1JIC,fold_contiguous_5,0.6868360196825065
HECD1_HUMAN_Tsuboyama_2023_3DKM,fold_random_5,0.9245978977645365
HECD1_HUMAN_Tsuboyama_2023_3DKM,fold_modulo_5,0.8299623453654026
HECD1_HUMAN_Tsuboyama_2023_3DKM,fold_contiguous_5,0.7861551048557391
NPC1_HUMAN_Erwood_2022_RPE1,fold_random_5,0.7719854070660523
NPC1_HUMAN_Erwood_2022_RPE1,fold_modulo_5,0.7196620583717358
NPC1_HUMAN_Erwood_2022_RPE1,fold_contiguous_5,0.8032354070660522
SBI_STAAM_Tsuboyama_2023_2JVG,fold_random_5,0.8906706202752817
SBI_STAAM_Tsuboyama_2023_2JVG,fold_modulo_5,0.7375654217479674
SBI_STAAM_Tsuboyama_2023_2JVG,fold_contiguous_5,0.7353433555305947
NCAP_I34A1_Doud_2015,fold_random_5,0.6544848784875033
NCAP_I34A1_Doud_2015,fold_modulo_5,0.5052484495544157
NCAP_I34A1_Doud_2015,fold_contiguous_5,0.43844382424819334
VKOR1_HUMAN_Chiasson_2020_abundance,fold_random_5,0.8264949460876825
VKOR1_HUMAN_Chiasson_2020_abundance,fold_modulo_5,0.6959853552981793
VKOR1_HUMAN_Chiasson_2020_abundance,fold_contiguous_5,0.6713628903274586
SDA_BACSU_Tsuboyama_2023_1PV0,fold_random_5,0.9264552312115127
SDA_BACSU_Tsuboyama_2023_1PV0,fold_modulo_5,0.8607689558397779
SDA_BACSU_Tsuboyama_2023_1PV0,fold_contiguous_5,0.8089487981467519
NUSG_MYCTU_Tsuboyama_2023_2MI6,fold_random_5,0.9525194084836959
NUSG_MYCTU_Tsuboyama_2023_2MI6,fold_modulo_5,0.8953258707463543
NUSG_MYCTU_Tsuboyama_2023_2MI6,fold_contiguous_5,0.8484595527914273
S22A1_HUMAN_Yee_2023_activity,fold_random_5,0.7913813602921534
S22A1_HUMAN_Yee_2023_activity,fold_modulo_5,0.7070978190855779
S22A1_HUMAN_Yee_2023_activity,fold_contiguous_5,0.6925897027999318
BLAT_ECOLX_Jacquier_2013,fold_random_5,0.7762487817569137
BLAT_ECOLX_Jacquier_2013,fold_modulo_5,0.7447686324239722
BLAT_ECOLX_Jacquier_2013,fold_contiguous_5,0.7404527985013035
OTU7A_HUMAN_Tsuboyama_2023_2L2D,fold_random_5,0.9056285551056905
OTU7A_HUMAN_Tsuboyama_2023_2L2D,fold_modulo_5,0.8074079767467909
OTU7A_HUMAN_Tsuboyama_2023_2L2D,fold_contiguous_5,0.7887095209462128
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,fold_random_5,0.7869578139558416
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,fold_modulo_5,0.647046351632345
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,fold_contiguous_5,0.5710674946352987
DYR_ECOLI_Nguyen_2023,fold_random_5,0.6911665784116888
DYR_ECOLI_Nguyen_2023,fold_modulo_5,0.553710144928801
DYR_ECOLI_Nguyen_2023,fold_contiguous_5,0.5724603951393896
DNJA1_HUMAN_Tsuboyama_2023_2LO1,fold_random_5,0.9246588827435461
DNJA1_HUMAN_Tsuboyama_2023_2LO1,fold_modulo_5,0.8211841411175769
DNJA1_HUMAN_Tsuboyama_2023_2LO1,fold_contiguous_5,0.7628111914116832
HEM3_HUMAN_Loggerenberg_2023,fold_random_5,0.5257186783720839
HEM3_HUMAN_Loggerenberg_2023,fold_modulo_5,0.4944408504508679
HEM3_HUMAN_Loggerenberg_2023,fold_contiguous_5,0.48262095388383647
CCDB_ECOLI_Adkar_2012,fold_random_5,0.9977741477638764
CCDB_ECOLI_Adkar_2012,fold_modulo_5,0.6392740611645337
CCDB_ECOLI_Adkar_2012,fold_contiguous_5,0.45731541842284756
RPC1_BP434_Tsuboyama_2023_1R69,fold_random_5,0.9423786861366299
RPC1_BP434_Tsuboyama_2023_1R69,fold_modulo_5,0.8822906530022002
RPC1_BP434_Tsuboyama_2023_1R69,fold_contiguous_5,0.855507166556282
I6TAH8_I68A0_Doud_2015,fold_random_5,0.7429801058166271
I6TAH8_I68A0_Doud_2015,fold_modulo_5,0.4867686078605712
I6TAH8_I68A0_Doud_2015,fold_contiguous_5,0.3884889841528131
RS15_GEOSE_Tsuboyama_2023_1A32,fold_random_5,0.9131426010982975
RS15_GEOSE_Tsuboyama_2023_1A32,fold_modulo_5,0.7969163346574324
RS15_GEOSE_Tsuboyama_2023_1A32,fold_contiguous_5,0.7699304375110183
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,fold_random_5,0.6184729852848433
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,fold_modulo_5,0.45037865917397013
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,fold_contiguous_5,0.41474344784654893
CD19_HUMAN_Klesmith_2019_FMC_singles,fold_random_5,0.6338473404839201
CD19_HUMAN_Klesmith_2019_FMC_singles,fold_modulo_5,0.4952711267196881
CD19_HUMAN_Klesmith_2019_FMC_singles,fold_contiguous_5,0.35799159938492603
IF1_ECOLI_Kelsic_2016,fold_random_5,0.7753270605692635
IF1_ECOLI_Kelsic_2016,fold_modulo_5,0.5644471602314692
IF1_ECOLI_Kelsic_2016,fold_contiguous_5,0.5508514679752143
SPG1_STRSG_Olson_2014,fold_random_5,0.8671593674270781
SPG1_STRSG_Olson_2014,fold_modulo_5,0.5591661024349704
SPG1_STRSG_Olson_2014,fold_contiguous_5,0.5537816828625304
MBD11_ARATH_Tsuboyama_2023_6ACV,fold_random_5,0.9424325783659648
MBD11_ARATH_Tsuboyama_2023_6ACV,fold_modulo_5,0.7831427943701785
MBD11_ARATH_Tsuboyama_2023_6ACV,fold_contiguous_5,0.7814844172695513
NRAM_I33A0_Jiang_2016,fold_random_5,0.7312933151859327
NRAM_I33A0_Jiang_2016,fold_modulo_5,0.7157324405646552
NRAM_I33A0_Jiang_2016,fold_contiguous_5,0.19146165250629799
CCDB_ECOLI_Tripathi_2016,fold_random_5,0.47689794648548745
CCDB_ECOLI_Tripathi_2016,fold_modulo_5,0.442032030507873
CCDB_ECOLI_Tripathi_2016,fold_contiguous_5,0.4791929532201786
SPIKE_SARS2_Starr_2020_expression,fold_random_5,0.9073633639259401
SPIKE_SARS2_Starr_2020_expression,fold_modulo_5,0.7784005808850556
SPIKE_SARS2_Starr_2020_expression,fold_contiguous_5,0.7789097149835791
P84126_THETH_Chan_2017,fold_random_5,0.8586907008784326
P84126_THETH_Chan_2017,fold_modulo_5,0.7335173062602797
P84126_THETH_Chan_2017,fold_contiguous_5,0.7563968495311088
A4D664_9INFA_Soh_2019,fold_random_5,0.7600978787667957
A4D664_9INFA_Soh_2019,fold_modulo_5,0.5378849194022743
A4D664_9INFA_Soh_2019,fold_contiguous_5,0.38190084694172993
PRKN_HUMAN_Clausen_2023,fold_random_5,0.8747890500862793
PRKN_HUMAN_Clausen_2023,fold_modulo_5,0.7493532260668291
PRKN_HUMAN_Clausen_2023,fold_contiguous_5,0.6850668064183965
PPM1D_HUMAN_Miller_2022,fold_random_5,0.6870907007864051
PPM1D_HUMAN_Miller_2022,fold_modulo_5,0.6625746387363759
PPM1D_HUMAN_Miller_2022,fold_contiguous_5,0.672374500230935
ILF3_HUMAN_Tsuboyama_2023_2L33,fold_random_5,0.7590329938864314
ILF3_HUMAN_Tsuboyama_2023_2L33,fold_modulo_5,0.6487967246027168
ILF3_HUMAN_Tsuboyama_2023_2L33,fold_contiguous_5,0.6397870202444566
NUD15_HUMAN_Suiter_2020,fold_random_5,0.8348231438441356
NUD15_HUMAN_Suiter_2020,fold_modulo_5,0.6846369613828326
NUD15_HUMAN_Suiter_2020,fold_contiguous_5,0.6643532271988748
POLG_PESV_Tsuboyama_2023_2MXD,fold_random_5,0.9180411889512288
POLG_PESV_Tsuboyama_2023_2MXD,fold_modulo_5,0.721923793167676
POLG_PESV_Tsuboyama_2023_2MXD,fold_contiguous_5,0.6882308319859217
RCRO_LAMBD_Tsuboyama_2023_1ORC,fold_random_5,0.9289440091685812
RCRO_LAMBD_Tsuboyama_2023_1ORC,fold_modulo_5,0.7829798648298094
RCRO_LAMBD_Tsuboyama_2023_1ORC,fold_contiguous_5,0.6954334018787632
ODP2_GEOSE_Tsuboyama_2023_1W4G,fold_random_5,0.8893254786190954
ODP2_GEOSE_Tsuboyama_2023_1W4G,fold_modulo_5,0.7401765106424592
ODP2_GEOSE_Tsuboyama_2023_1W4G,fold_contiguous_5,0.7129491769422803
ENV_HV1B9_DuenasDecamp_2016,fold_random_5,0.5154806419020757
ENV_HV1B9_DuenasDecamp_2016,fold_modulo_5,0.1164479924511938
ENV_HV1B9_DuenasDecamp_2016,fold_contiguous_5,0.0681380134441794
CAS9_STRP1_Spencer_2017_positive,fold_random_5,0.2519115682561342
CAS9_STRP1_Spencer_2017_positive,fold_modulo_5,0.23628114267986258
CAS9_STRP1_Spencer_2017_positive,fold_contiguous_5,0.22421805404956943
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,fold_random_5,0.8999866281883734
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,fold_modulo_5,0.7536318675444065
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,fold_contiguous_5,0.7420980009370218
BCHB_CHLTE_Tsuboyama_2023_2KRU,fold_random_5,0.9196608935970169
BCHB_CHLTE_Tsuboyama_2023_2KRU,fold_modulo_5,0.7593969293164199
BCHB_CHLTE_Tsuboyama_2023_2KRU,fold_contiguous_5,0.701936134387696
HSP82_YEAST_Flynn_2019,fold_random_5,0.657652913490194
HSP82_YEAST_Flynn_2019,fold_modulo_5,0.5176532402318377
HSP82_YEAST_Flynn_2019,fold_contiguous_5,0.4255469976764227
Q6WV13_9MAXI_Somermeyer_2022,fold_random_5,0.7188769200406925
Q6WV13_9MAXI_Somermeyer_2022,fold_modulo_5,0.4725844916460997
Q6WV13_9MAXI_Somermeyer_2022,fold_contiguous_5,0.3685773774955046
R1AB_SARS2_Flynn_2022,fold_random_5,0.820371538082359
R1AB_SARS2_Flynn_2022,fold_modulo_5,0.6454342137306242
R1AB_SARS2_Flynn_2022,fold_contiguous_5,0.5973335691981302
SUMO1_HUMAN_Weile_2017,fold_random_5,0.6698359183230329
SUMO1_HUMAN_Weile_2017,fold_modulo_5,0.5875749608467653
SUMO1_HUMAN_Weile_2017,fold_contiguous_5,0.6039353565418494
MTH3_HAEAE_RockahShmuel_2015,fold_random_5,0.7626924572794973
MTH3_HAEAE_RockahShmuel_2015,fold_modulo_5,0.7357135356192397
MTH3_HAEAE_RockahShmuel_2015,fold_contiguous_5,0.7098716980945354
Q837P4_ENTFA_Meier_2023,fold_random_5,0.8051489530939351
Q837P4_ENTFA_Meier_2023,fold_modulo_5,0.6244330260944438
Q837P4_ENTFA_Meier_2023,fold_contiguous_5,0.6333734714666797
CASP3_HUMAN_Roychowdhury_2020,fold_random_5,0.7413828157703531
CASP3_HUMAN_Roychowdhury_2020,fold_modulo_5,0.7106133943282366
CASP3_HUMAN_Roychowdhury_2020,fold_contiguous_5,0.607012869477464
THO1_YEAST_Tsuboyama_2023_2WQG,fold_random_5,0.9110897437532359
THO1_YEAST_Tsuboyama_2023_2WQG,fold_modulo_5,0.7717609961836313
THO1_YEAST_Tsuboyama_2023_2WQG,fold_contiguous_5,0.7316762437205048
GRB2_HUMAN_Faure_2021,fold_random_5,0.9054881778282451
GRB2_HUMAN_Faure_2021,fold_modulo_5,0.8213542398090604
GRB2_HUMAN_Faure_2021,fold_contiguous_5,0.7908887952304422
OXDA_RHOTO_Vanella_2023_activity,fold_random_5,0.5888541419336216
OXDA_RHOTO_Vanella_2023_activity,fold_modulo_5,0.5286667436722996
OXDA_RHOTO_Vanella_2023_activity,fold_contiguous_5,0.5095873318762101
HXK4_HUMAN_Gersing_2023_abundance,fold_random_5,0.6615186819127563
HXK4_HUMAN_Gersing_2023_abundance,fold_modulo_5,0.5716853934396275
HXK4_HUMAN_Gersing_2023_abundance,fold_contiguous_5,0.4930542517534697
PHOT_CHLRE_Chen_2023,fold_random_5,0.7893858765838088
PHOT_CHLRE_Chen_2023,fold_modulo_5,0.6764718253979991
PHOT_CHLRE_Chen_2023,fold_contiguous_5,0.658152479365904
PR40A_HUMAN_Tsuboyama_2023_1UZC,fold_random_5,0.8839973476421067
PR40A_HUMAN_Tsuboyama_2023_1UZC,fold_modulo_5,0.746506711887128
PR40A_HUMAN_Tsuboyama_2023_1UZC,fold_contiguous_5,0.6850206682796387
F7YBW8_MESOW_Aakre_2015,fold_random_5,0.5087719298245613
F7YBW8_MESOW_Aakre_2015,fold_modulo_5,0.3134186818397344
F7YBW8_MESOW_Aakre_2015,fold_contiguous_5,0.3134186818397344
ERBB2_HUMAN_Elazar_2016,fold_random_5,0.7273061513880469
ERBB2_HUMAN_Elazar_2016,fold_modulo_5,0.6609895893405919
ERBB2_HUMAN_Elazar_2016,fold_contiguous_5,0.6885614807539916
Q59976_STRSQ_Romero_2015,fold_random_5,0.7612676866179828
Q59976_STRSQ_Romero_2015,fold_modulo_5,0.721864714008798
Q59976_STRSQ_Romero_2015,fold_contiguous_5,0.68269085975422
RASH_HUMAN_Bandaru_2017,fold_random_5,0.8387751775627643
RASH_HUMAN_Bandaru_2017,fold_modulo_5,0.7193317329691971
RASH_HUMAN_Bandaru_2017,fold_contiguous_5,0.6715910657205598
UBE4B_HUMAN_Tsuboyama_2023_3L1X,fold_random_5,0.9331437743219724
UBE4B_HUMAN_Tsuboyama_2023_3L1X,fold_modulo_5,0.855153705017424
UBE4B_HUMAN_Tsuboyama_2023_3L1X,fold_contiguous_5,0.818222582833106
SR43C_ARATH_Tsuboyama_2023_2N88,fold_random_5,0.9335012025713608
SR43C_ARATH_Tsuboyama_2023_2N88,fold_modulo_5,0.8581328563811089
SR43C_ARATH_Tsuboyama_2023_2N88,fold_contiguous_5,0.8509336025526416
F7YBW7_MESOW_Ding_2023,fold_random_5,0.6773792780121894
F7YBW7_MESOW_Ding_2023,fold_modulo_5,0.3124941397093296
F7YBW7_MESOW_Ding_2023,fold_contiguous_5,0.3664556962025317
RASK_HUMAN_Weng_2022_binding-DARPin_K55,fold_random_5,0.8233339459796801
RASK_HUMAN_Weng_2022_binding-DARPin_K55,fold_modulo_5,0.7055345603386903
RASK_HUMAN_Weng_2022_binding-DARPin_K55,fold_contiguous_5,0.686508123588895
RL40A_YEAST_Roscoe_2013,fold_random_5,0.8460314404195171
RL40A_YEAST_Roscoe_2013,fold_modulo_5,0.7247825868965039
RL40A_YEAST_Roscoe_2013,fold_contiguous_5,0.6960567942355177
A4GRB6_PSEAI_Chen_2020,fold_random_5,0.9053740605545846
A4GRB6_PSEAI_Chen_2020,fold_modulo_5,0.8311070939021531
A4GRB6_PSEAI_Chen_2020,fold_contiguous_5,0.8248503413697356
NPC1_HUMAN_Erwood_2022_HEK293T,fold_random_5,0.8197585015597842
NPC1_HUMAN_Erwood_2022_HEK293T,fold_modulo_5,0.7860305880567988
NPC1_HUMAN_Erwood_2022_HEK293T,fold_contiguous_5,0.7709757479252786
CBPA2_HUMAN_Tsuboyama_2023_1O6X,fold_random_5,0.9035949447965267
CBPA2_HUMAN_Tsuboyama_2023_1O6X,fold_modulo_5,0.7774108269037467
CBPA2_HUMAN_Tsuboyama_2023_1O6X,fold_contiguous_5,0.7561812983180642
KCNJ2_MOUSE_Coyote-Maestas_2022_function,fold_random_5,0.47693405742994005
KCNJ2_MOUSE_Coyote-Maestas_2022_function,fold_modulo_5,0.4580303414681715
KCNJ2_MOUSE_Coyote-Maestas_2022_function,fold_contiguous_5,0.44712040791846475
AACC1_PSEAI_Dandage_2018,fold_random_5,0.6596532468602244
AACC1_PSEAI_Dandage_2018,fold_modulo_5,0.5682679067021936
AACC1_PSEAI_Dandage_2018,fold_contiguous_5,0.5375050962035441
SCIN_STAAR_Tsuboyama_2023_2QFF,fold_random_5,0.9133804051452286
SCIN_STAAR_Tsuboyama_2023_2QFF,fold_modulo_5,0.778741645597488
SCIN_STAAR_Tsuboyama_2023_2QFF,fold_contiguous_5,0.70738874992103
YAIA_ECOLI_Tsuboyama_2023_2KVT,fold_random_5,0.889418343019488
YAIA_ECOLI_Tsuboyama_2023_2KVT,fold_modulo_5,0.7671423225076875
YAIA_ECOLI_Tsuboyama_2023_2KVT,fold_contiguous_5,0.7523082472318452
FECA_ECOLI_Tsuboyama_2023_2D1U,fold_random_5,0.9200412895050419
FECA_ECOLI_Tsuboyama_2023_2D1U,fold_modulo_5,0.8245465266129693
FECA_ECOLI_Tsuboyama_2023_2D1U,fold_contiguous_5,0.8246465009287588
CASP7_HUMAN_Roychowdhury_2020,fold_random_5,0.7068141221097979
CASP7_HUMAN_Roychowdhury_2020,fold_modulo_5,0.6765601861597679
CASP7_HUMAN_Roychowdhury_2020,fold_contiguous_5,0.6479356113110057
ACE2_HUMAN_Chan_2020,fold_random_5,0.7227777346225579
ACE2_HUMAN_Chan_2020,fold_modulo_5,0.48245562803739084
ACE2_HUMAN_Chan_2020,fold_contiguous_5,0.40762511685007663
BRCA2_HUMAN_Erwood_2022_HEK293T,fold_random_5,0.5416261494215815
BRCA2_HUMAN_Erwood_2022_HEK293T,fold_modulo_5,0.48629205947974574
BRCA2_HUMAN_Erwood_2022_HEK293T,fold_contiguous_5,0.5687815163981997
NKX31_HUMAN_Tsuboyama_2023_2L9R,fold_random_5,0.8862110535511076
NKX31_HUMAN_Tsuboyama_2023_2L9R,fold_modulo_5,0.8171645960755214
NKX31_HUMAN_Tsuboyama_2023_2L9R,fold_contiguous_5,0.7896072713090784
MAFG_MOUSE_Tsuboyama_2023_1K1V,fold_random_5,0.9333788806303129
MAFG_MOUSE_Tsuboyama_2023_1K1V,fold_modulo_5,0.8129825147280042
MAFG_MOUSE_Tsuboyama_2023_1K1V,fold_contiguous_5,0.8113731937771242
TADBP_HUMAN_Bolognesi_2019,fold_random_5,0.7803441097390906
TADBP_HUMAN_Bolognesi_2019,fold_modulo_5,0.7606837232738441
TADBP_HUMAN_Bolognesi_2019,fold_contiguous_5,0.654151190797974
UBR5_HUMAN_Tsuboyama_2023_1I2T,fold_random_5,0.8720799600720208
UBR5_HUMAN_Tsuboyama_2023_1I2T,fold_modulo_5,0.7227973606713117
UBR5_HUMAN_Tsuboyama_2023_1I2T,fold_contiguous_5,0.6681785137000851
